county_name,year,supersector,total_annual_wages,annual_avg_emplvl,avg_annual_pay,in_core_11
Henry,2023,Leisure and hospitality,239015905,10893,21942.0,True
Henry,2023,Manufacturing,244139662,3780,64587.0,True
Henry,2023,Natural resources and mining,8868619,184,48199.0,True
Henry,2023,Other services,90034129,1938,46457.0,True
Henry,2023,Professional and business services,388760866,8017,48492.0,True
Henry,2023,"Trade, transportation and utilities",1035448427,23372,44303.0,True
Newton,2015,Construction,58504443,1306,44797.0,False
Newton,2015,Education and health services,87420542,2398,36456.0,False
Newton,2015,Financial activities,20162378,463,43547.0,False
Newton,2015,Information,18094713,363,49848.0,False
Newton,2015,Leisure and hospitality,34412258,2301,14955.0,False
Newton,2015,Manufacturing,259560044,4580,56672.0,False
Newton,2015,Natural resources and mining,1762962,50,35259.0,False
Newton,2015,Other services,14823136,517,28671.0,False
Newton,2015,Professional and business services,102243544,2320,44070.0,False
Newton,2015,"Trade, transportation and utilities",137519608,4131,33290.0,False
Newton,2016,Construction,69301163,1414,49011.0,False
Newton,2016,Education and health services,89161044,2337,38152.0,False
Newton,2016,Financial activities,25052700,517,48458.0,False
Newton,2016,Information,21400810,433,49425.0,False
Newton,2016,Leisure and hospitality,37030416,2509,14759.0,False
Newton,2016,Manufacturing,268443651,4557,58908.0,False
Newton,2016,Natural resources and mining,1808018,50,36160.0,False
Newton,2016,Other services,15091621,501,30123.0,False
Newton,2016,Professional and business services,89851657,2410,37283.0,False
Newton,2016,"Trade, transportation and utilities",150919304,4344,34742.0,False
Newton,2017,Construction,73798036,1448,50965.0,False
Newton,2017,Education and health services,90800708,2271,39983.0,False
Newton,2017,Financial activities,29228538,576,50744.0,False
Newton,2017,Information,23002224,411,55966.0,False
Newton,2017,Leisure and hospitality,38512239,2489,15473.0,False
Newton,2017,Manufacturing,310324284,4919,63087.0,False
Newton,2017,Natural resources and mining,1526367,44,34690.0,False
Newton,2017,Other services,13891435,461,30133.0,False
Newton,2017,Professional and business services,106702879,2933,36380.0,False
Newton,2017,"Trade, transportation and utilities",154704351,4368,35418.0,False
Newton,2018,Construction,80163578,1519,52774.0,False
Newton,2018,Education and health services,107119049,2547,42057.0,False
Newton,2018,Financial activities,33003184,614,53751.0,False
Newton,2018,Information,25318919,390,64920.0,False
Newton,2018,Leisure and hospitality,39458375,2506,15746.0,False
Newton,2018,Manufacturing,234248851,4232,55352.0,False
Newton,2018,Natural resources and mining,1598294,42,38055.0,False
Newton,2018,Other services,14411688,466,30926.0,False
Newton,2018,Professional and business services,119770999,3460,34616.0,False
Newton,2018,"Trade, transportation and utilities",233412213,5072,46020.0,False
Newton,2019,Construction,89636770,1587,56482.0,False
Newton,2019,Education and health services,112848307,2625,42990.0,False
Newton,2019,Financial activities,32341501,648,49910.0,False
Newton,2019,Information,12924950,244,52971.0,False
Newton,2019,Leisure and hospitality,42561966,2675,15911.0,False
Newton,2019,Manufacturing,243961383,4407,55358.0,False
Newton,2019,Natural resources and mining,1856580,50,37132.0,False
Newton,2019,Other services,16744821,507,33027.0,False
Newton,2019,Professional and business services,124615697,3461,36006.0,False
Newton,2019,"Trade, transportation and utilities",231668110,5051,45866.0,False
Newton,2020,Construction,104323078,1675,62282.0,False
Newton,2020,Education and health services,116015213,2503,46350.0,False
Newton,2020,Financial activities,43734053,681,64220.0,False
Newton,2020,Information,17439264,319,54669.0,False
Newton,2020,Leisure and hospitality,42437813,2566,16539.0,False
Newton,2020,Manufacturing,246672068,4190,58872.0,False
Newton,2020,Natural resources and mining,1894010,52,36423.0,False
Newton,2020,Other services,16753214,482,34758.0,False
Newton,2020,Professional and business services,130521968,3436,37987.0,False
Newton,2020,"Trade, transportation and utilities",220740604,4722,46747.0,False
Newton,2021,Construction,96687605,1676,57690.0,False
Newton,2021,Education and health services,129573544,2405,53877.0,False
Newton,2021,Financial activities,48686508,717,67903.0,False
Newton,2021,Information,22761876,378,60217.0,False
Newton,2021,Leisure and hospitality,50244098,2725,18438.0,False
Newton,2021,Manufacturing,249129152,4117,60512.0,False
Newton,2021,Natural resources and mining,1952334,51,38281.0,False
Newton,2021,Other services,22026029,540,40789.0,False
Newton,2021,Professional and business services,122283936,3084,39651.0,False
Newton,2021,"Trade, transportation and utilities",180295366,4284,42086.0,False
Newton,2022,Construction,104033541,1709,60874.0,False
Newton,2022,Education and health services,157833358,2310,68326.0,False
Newton,2022,Financial activities,50841084,755,67339.0,False
Newton,2022,Information,25113744,388,64726.0,False
Newton,2022,Leisure and hospitality,58431819,2997,19497.0,False
Newton,2022,Manufacturing,263582635,4145,63591.0,False
Newton,2022,Natural resources and mining,2002642,51,39267.0,False
Newton,2022,Other services,26510788,649,40849.0,False
Newton,2022,Professional and business services,114472460,2607,43910.0,False
Newton,2022,"Trade, transportation and utilities",191578347,4333,44214.0,False
Newton,2023,Construction,118375483,1777,66615.0,False
Newton,2023,Education and health services,178032287,2970,59944.0,False
Newton,2023,Financial activities,47213812,727,64943.0,False
Newton,2023,Information,26138685,375,69703.0,False
Newton,2023,Leisure and hospitality,64941174,3149,20623.0,False
Newton,2023,Manufacturing,303369048,4418,68667.0,False
Newton,2023,Natural resources and mining,2270958,53,42848.0,False
Newton,2023,Other services,29279633,677,43249.0,False
Newton,2023,Professional and business services,114603177,2284,50177.0,False
Newton,2023,"Trade, transportation and utilities",197111868,4456,44235.0,False
Paulding,2015,Construction,87640791,1950,44944.0,False
Paulding,2015,Education and health services,88232671,2300,38362.0,False
Paulding,2015,Financial activities,30559649,552,55362.0,False
Paulding,2015,Information,6649049,192,34630.0,False
Paulding,2015,Leisure and hospitality,49965329,3500,14276.0,False
Paulding,2015,Manufacturing,45130850,913,49431.0,False
Paulding,2015,Natural resources and mining,1289163,42,30694.0,False
Paulding,2015,Other services,23370667,648,36066.0,False
Paulding,2015,Professional and business services,65974541,1876,35168.0,False
Paulding,2015,"Trade, transportation and utilities",141473284,4809,29418.0,False
Paulding,2016,Construction,101547684,2153,47166.0,False
Paulding,2016,Education and health services,102996434,2642,38984.0,False
Paulding,2016,Financial activities,32220350,616,52306.0,False
Paulding,2016,Information,6540377,192,34064.0,False
Paulding,2016,Leisure and hospitality,54125099,3622,14943.0,False
Paulding,2016,Manufacturing,46726293,927,50406.0,False
Paulding,2016,Natural resources and mining,1208382,39,30984.0,False
Paulding,2016,Other services,24543272,696,35263.0,False
Paulding,2016,Professional and business services,67066523,1848,36291.0,False
Paulding,2016,"Trade, transportation and utilities",151510700,4996,30326.0,False
Paulding,2017,Construction,103518088,2224,46546.0,False
Paulding,2017,Education and health services,121635774,3022,40250.0,False
Paulding,2017,Financial activities,35409542,631,56117.0,False
Paulding,2017,Information,8155742,209,39023.0,False
Paulding,2017,Leisure and hospitality,54666350,3654,14961.0,False
Paulding,2017,Manufacturing,52191367,983,53094.0,False
Paulding,2017,Natural resources and mining,1315060,41,32075.0,False
Paulding,2017,Other services,21588447,662,32611.0,False
Paulding,2017,Professional and business services,70008373,1832,38214.0,False
Paulding,2017,"Trade, transportation and utilities",156341533,5143,30399.0,False
Paulding,2018,Construction,99799097,2125,46964.0,False
Paulding,2018,Education and health services,135204203,3183,42477.0,False
Paulding,2018,Financial activities,34140522,651,52443.0,False
Paulding,2018,Information,6760984,162,41734.0,False
Paulding,2018,Leisure and hospitality,55401791,3533,15681.0,False
Paulding,2018,Manufacturing,57104550,1062,53771.0,False
Paulding,2018,Natural resources and mining,1702083,33,51578.0,False
Paulding,2018,Other services,24009434,751,31970.0,False
Paulding,2018,Professional and business services,71227944,1842,38669.0,False
Paulding,2018,"Trade, transportation and utilities",163993301,5391,30420.0,False
Paulding,2019,Construction,99666732,2019,49364.0,False
Paulding,2019,Education and health services,154575284,3553,43506.0,False
Paulding,2019,Financial activities,38827945,722,53778.0,False
Paulding,2019,Information,13713663,244,56204.0,False
Paulding,2019,Leisure and hospitality,62866432,3929,16001.0,False
Paulding,2019,Manufacturing,63155961,1146,55110.0,False
Paulding,2019,Natural resources and mining,2116405,33,64133.0,False
Paulding,2019,Other services,34800965,814,42753.0,False
Paulding,2019,Professional and business services,78847668,1949,40455.0,False
Paulding,2019,"Trade, transportation and utilities",170132482,5530,30765.0,False
Paulding,2020,Construction,98992914,1941,51001.0,False
Paulding,2020,Education and health services,165969967,3562,46595.0,False
Paulding,2020,Financial activities,42189762,720,58597.0,False
Paulding,2020,Information,11105693,217,51178.0,False
Paulding,2020,Leisure and hospitality,63444351,3754,16900.0,False
Paulding,2020,Manufacturing,69373813,1227,56539.0,False
Paulding,2020,Natural resources and mining,2413134,33,73125.0,False
Paulding,2020,Other services,29225034,779,37516.0,False
Paulding,2020,Professional and business services,81474864,1817,44840.0,False
Paulding,2020,"Trade, transportation and utilities",181014771,5533,32715.0,False
Paulding,2021,Construction,108839157,2021,53854.0,False
Paulding,2021,Education and health services,203578617,4147,49091.0,False
Paulding,2021,Financial activities,44909954,768,58477.0,False
Paulding,2021,Information,9980549,191,52254.0,False
Paulding,2021,Leisure and hospitality,73827343,3961,18639.0,False
Paulding,2021,Manufacturing,74899455,1249,59968.0,False
Paulding,2021,Natural resources and mining,2410720,33,73052.0,False
Paulding,2021,Other services,37132665,825,45009.0,False
Paulding,2021,Professional and business services,94944474,1975,48073.0,False
Paulding,2021,"Trade, transportation and utilities",210317187,5905,35617.0,False
Paulding,2022,Construction,126742339,2150,58950.0,False
Paulding,2022,Education and health services,251041747,4643,54069.0,False
Paulding,2022,Financial activities,55946020,844,66287.0,False
Paulding,2022,Information,12186509,223,54648.0,False
Paulding,2022,Leisure and hospitality,86017759,4268,20154.0,False
Paulding,2022,Manufacturing,83862860,1396,60074.0,False
Paulding,2022,Natural resources and mining,3059556,38,80515.0,False
Paulding,2022,Other services,44571182,1028,43357.0,False
Paulding,2022,Professional and business services,107737808,2142,50298.0,False
Paulding,2022,"Trade, transportation and utilities",223052534,5952,37475.0,False
Paulding,2023,Construction,144664520,2310,62625.0,False
Paulding,2023,Education and health services,261149711,4668,55945.0,False
Paulding,2023,Financial activities,39148794,739,52975.0,False
Paulding,2023,Information,13160855,216,60930.0,False
Paulding,2023,Leisure and hospitality,90507827,4331,20898.0,False
Paulding,2023,Manufacturing,85144462,1372,62059.0,False
Paulding,2023,Natural resources and mining,3301478,39,84653.0,False
Paulding,2023,Other services,50178814,1143,43901.0,False
Paulding,2023,Professional and business services,119330284,2253,52965.0,False
Paulding,2023,"Trade, transportation and utilities",232346079,6147,37798.0,False
Rockdale,2015,Construction,155658177,2924,53235.0,True
Rockdale,2015,Education and health services,176325899,4054,43494.0,True
Rockdale,2015,Financial activities,75013051,1289,58195.0,True
Rockdale,2015,Information,80760222,1016,79488.0,True
Rockdale,2015,Leisure and hospitality,51394977,3463,14841.0,True
Rockdale,2015,Manufacturing,390385096,5291,73783.0,True
Rockdale,2015,Natural resources and mining,3466303,43,80612.0,True
Rockdale,2015,Other services,24051249,728,33037.0,True
Rockdale,2015,Professional and business services,140215187,2977,47099.0,True
Rockdale,2015,"Trade, transportation and utilities",224639244,6053,37112.0,True
Rockdale,2016,Construction,168370831,3073,54790.0,True
Rockdale,2016,Education and health services,188213355,4314,43629.0,True
Rockdale,2016,Financial activities,89364842,1413,63245.0,True
Rockdale,2016,Information,75175068,898,83714.0,True
Rockdale,2016,Leisure and hospitality,53503978,3572,14979.0,True
Rockdale,2016,Manufacturing,245140241,4325,56680.0,True
Rockdale,2016,Natural resources and mining,2606787,39,66841.0,True
Rockdale,2016,Other services,24653288,734,33588.0,True
Rockdale,2016,Professional and business services,138600524,2914,47564.0,True
Rockdale,2016,"Trade, transportation and utilities",232865412,6207,37517.0,True
Rockdale,2017,Education and health services,192058946,4336,44294.0,True
Rockdale,2017,Financial activities,96535237,1417,68126.0,True
Rockdale,2017,Information,77956633,905,86140.0,True
Rockdale,2017,Leisure and hospitality,54260870,3582,15148.0,True
Rockdale,2017,Manufacturing,275060715,4181,65788.0,True
Rockdale,2017,Other services,26532438,747,35519.0,True
Rockdale,2017,Professional and business services,143008492,2718,52615.0,True
Rockdale,2017,"Trade, transportation and utilities",237769590,6255,38013.0,True
Rockdale,2018,Education and health services,209447466,4587,45661.0,True
Rockdale,2018,Financial activities,108282198,1556,69590.0,True
Rockdale,2018,Information,69137699,778,88866.0,True
Rockdale,2018,Leisure and hospitality,55366665,3536,15658.0,True
Rockdale,2018,Manufacturing,258826329,4287,60375.0,True
Rockdale,2018,Other services,26777985,804,33306.0,True
Rockdale,2018,Professional and business services,148068634,2704,54759.0,True
Rockdale,2018,"Trade, transportation and utilities",250092751,6466,38678.0,True
Rockdale,2019,Education and health services,207880927,4270,48684.0,True
Rockdale,2019,Financial activities,113518606,1601,70905.0,True
Rockdale,2019,Information,58582765,652,89851.0,True
Rockdale,2019,Leisure and hospitality,57186133,3624,15780.0,True
Rockdale,2019,Manufacturing,268894481,4366,61588.0,True
Rockdale,2019,Other services,29362382,835,35165.0,True
Rockdale,2019,Professional and business services,161347372,2859,56435.0,True
Rockdale,2019,"Trade, transportation and utilities",268310630,6579,40783.0,True
Rockdale,2020,Education and health services,214858157,3900,55092.0,True
Rockdale,2020,Financial activities,140529308,1588,88495.0,True
Rockdale,2020,Information,54867501,562,97629.0,True
Rockdale,2020,Leisure and hospitality,50934757,3119,16330.0,True
Rockdale,2020,Manufacturing,268436839,4288,62602.0,True
Rockdale,2020,Other services,27916070,761,36683.0,True
Rockdale,2020,Professional and business services,173241104,3043,56931.0,True
Rockdale,2020,"Trade, transportation and utilities",298976916,6987,42790.0,True
Rockdale,2021,Construction,243333967,3469,70145.0,True
Rockdale,2021,Education and health services,242873780,3873,62709.0,True
Rockdale,2021,Financial activities,182956319,1819,100581.0,True
Rockdale,2021,Information,52247541,532,98210.0,True
Rockdale,2021,Leisure and hospitality,59450096,3168,18766.0,True
Rockdale,2021,Manufacturing,332336523,4457,74565.0,True
Rockdale,2021,Natural resources and mining,1772830,18,98491.0,True
Rockdale,2021,Other services,34744943,854,40685.0,True
Rockdale,2021,Professional and business services,188232074,3143,59889.0,True
Rockdale,2021,"Trade, transportation and utilities",325227823,7218,45058.0,True
Rockdale,2022,Construction,251063006,3454,72688.0,True
Rockdale,2022,Education and health services,261119565,3878,67334.0,True
Rockdale,2022,Financial activities,165457500,1908,86718.0,True
Rockdale,2022,Information,53191046,555,95840.0,True
Rockdale,2022,Leisure and hospitality,65517869,3267,20054.0,True
Rockdale,2022,Manufacturing,414310645,5533,74880.0,True
Rockdale,2022,Natural resources and mining,1980144,20,99007.0,True
Rockdale,2022,Other services,41491562,946,43860.0,True
Rockdale,2022,Professional and business services,211699180,3351,63175.0,True
Rockdale,2022,"Trade, transportation and utilities",353619154,7449,47472.0,True
Rockdale,2023,Education and health services,292202992,5295,55185.0,True
Rockdale,2023,Financial activities,133236132,1663,80118.0,True
Rockdale,2023,Information,53609562,551,97295.0,True
Rockdale,2023,Leisure and hospitality,72339077,3514,20586.0,True
Rockdale,2023,Manufacturing,401140862,5464,73415.0,True
Rockdale,2023,Other services,46834949,1032,45383.0,True
Rockdale,2023,Professional and business services,223519335,3339,66942.0,True
Rockdale,2023,"Trade, transportation and utilities",365813308,7531,48574.0,True
Spalding,2015,Construction,18270044,469,38955.0,False
Spalding,2015,Education and health services,129134663,4076,31682.0,False
Spalding,2015,Financial activities,25429026,592,42954.0,False
Spalding,2015,Information,5367420,119,45104.0,False
Spalding,2015,Leisure and hospitality,31712559,1968,16114.0,False
Spalding,2015,Manufacturing,152075772,2607,58334.0,False
Spalding,2015,Natural resources and mining,953972,36,26499.0,False
Spalding,2015,Other services,17741260,484,36655.0,False
Spalding,2015,Professional and business services,80311031,3045,26375.0,False
Spalding,2015,"Trade, transportation and utilities",117717637,3607,32636.0,False
Spalding,2016,Construction,20197321,512,39448.0,False
Spalding,2016,Education and health services,132124296,4125,32030.0,False
Spalding,2016,Financial activities,25281033,618,40908.0,False
Spalding,2016,Information,4486448,91,49302.0,False
Spalding,2016,Leisure and hospitality,35001909,1945,17996.0,False
Spalding,2016,Manufacturing,143578560,2542,56483.0,False
Spalding,2016,Natural resources and mining,1164726,42,27732.0,False
Spalding,2016,Other services,17579012,475,37008.0,False
Spalding,2016,Professional and business services,82908421,3509,23627.0,False
Spalding,2016,"Trade, transportation and utilities",121563132,3665,33169.0,False
Spalding,2017,Construction,22402632,543,41257.0,False
Spalding,2017,Education and health services,134956838,4085,33037.0,False
Spalding,2017,Financial activities,27457134,631,43514.0,False
Spalding,2017,Information,4013325,87,46130.0,False
Spalding,2017,Leisure and hospitality,44004636,2522,17448.0,False
Spalding,2017,Manufacturing,143437036,2518,56965.0,False
Spalding,2017,Natural resources and mining,959348,37,25928.0,False
Spalding,2017,Other services,18025005,485,37165.0,False
Spalding,2017,Professional and business services,93199049,3066,30398.0,False
Spalding,2017,"Trade, transportation and utilities",122531141,3722,32921.0,False
Spalding,2018,Construction,23179428,520,44576.0,False
Spalding,2018,Education and health services,143925475,4009,35901.0,False
Spalding,2018,Financial activities,29581137,629,47029.0,False
Spalding,2018,Information,3954548,82,48226.0,False
Spalding,2018,Leisure and hospitality,36128617,2064,17504.0,False
Spalding,2018,Manufacturing,152905667,2523,60605.0,False
Spalding,2018,Natural resources and mining,746875,32,23340.0,False
Spalding,2018,Other services,19744733,594,33240.0,False
Spalding,2018,Professional and business services,98507668,3171,31065.0,False
Spalding,2018,"Trade, transportation and utilities",129694954,3797,34157.0,False
Spalding,2019,Construction,24812487,535,46378.0,False
Spalding,2019,Education and health services,151219434,4054,37301.0,False
Spalding,2019,Financial activities,29777929,636,46821.0,False
Spalding,2019,Information,3975251,84,47324.0,False
Spalding,2019,Leisure and hospitality,35617681,2040,17460.0,False
Spalding,2019,Manufacturing,157851012,2561,61636.0,False
Spalding,2019,Natural resources and mining,676837,33,20510.0,False
Spalding,2019,Other services,21805825,643,33913.0,False
Spalding,2019,Professional and business services,102917765,3138,32797.0,False
Spalding,2019,"Trade, transportation and utilities",136650957,3821,35763.0,False
Spalding,2020,Construction,26538220,546,48605.0,False
Spalding,2020,Education and health services,157986079,3916,40344.0,False
Spalding,2020,Financial activities,29189233,618,47232.0,False
Spalding,2020,Information,3841768,67,57340.0,False
Spalding,2020,Leisure and hospitality,33116705,1890,17522.0,False
Spalding,2020,Manufacturing,139109858,2365,58820.0,False
Spalding,2020,Natural resources and mining,906859,36,25191.0,False
Spalding,2020,Other services,22450740,666,33710.0,False
Spalding,2020,Professional and business services,109616217,2984,36735.0,False
Spalding,2020,"Trade, transportation and utilities",148377070,3909,37958.0,False
Spalding,2021,Construction,31376176,591,53090.0,False
Spalding,2021,Education and health services,160677958,3584,44832.0,False
Spalding,2021,Financial activities,29917781,592,50537.0,False
Spalding,2021,Information,4197077,69,60827.0,False
Spalding,2021,Leisure and hospitality,37774687,2006,18831.0,False
Spalding,2021,Manufacturing,146966255,2476,59356.0,False
Spalding,2021,Natural resources and mining,1330881,44,30247.0,False
Spalding,2021,Other services,26088313,715,36487.0,False
Spalding,2021,Professional and business services,122011339,3059,39886.0,False
Spalding,2021,"Trade, transportation and utilities",162346328,4136,39252.0,False
Spalding,2022,Construction,35407014,647,54725.0,False
Spalding,2022,Education and health services,195887102,3503,55920.0,False
Spalding,2022,Financial activities,31293378,534,58602.0,False
Spalding,2022,Information,4408068,79,55798.0,False
Spalding,2022,Leisure and hospitality,44164848,2176,20296.0,False
Spalding,2022,Manufacturing,187735933,2951,63618.0,False
Spalding,2022,Natural resources and mining,886583,22,40299.0,False
Spalding,2022,Other services,27907192,709,39361.0,False
Spalding,2022,Professional and business services,141620911,3413,41495.0,False
Spalding,2022,"Trade, transportation and utilities",168508494,4165,40458.0,False
Spalding,2023,Construction,39482029,656,60186.0,False
Spalding,2023,Education and health services,212979170,3981,53499.0,False
Spalding,2023,Financial activities,30157500,500,60315.0,False
Spalding,2023,Information,4120892,77,53518.0,False
Spalding,2023,Leisure and hospitality,44366773,2192,20240.0,False
Spalding,2023,Manufacturing,222644256,3300,67468.0,False
Spalding,2023,Natural resources and mining,1124117,26,43235.0,False
Spalding,2023,Other services,29565132,596,49606.0,False
Spalding,2023,Professional and business services,127037942,3025,41996.0,False
Spalding,2023,"Trade, transportation and utilities",163096763,4024,40531.0,False
Walton,2015,Construction,114188334,2393,47718.0,False
Walton,2015,Education and health services,75394379,2203,34224.0,False
Walton,2015,Financial activities,20628791,526,39218.0,False
Walton,2015,Information,5124372,96,53379.0,False
Walton,2015,Leisure and hospitality,29908616,2108,14188.0,False
Walton,2015,Manufacturing,126032745,2496,50494.0,False
Walton,2015,Natural resources and mining,3817786,120,31815.0,False
Walton,2015,Other services,13140678,435,30208.0,False
Walton,2015,Professional and business services,71850323,2026,35464.0,False
Walton,2015,"Trade, transportation and utilities",155173946,4377,35452.0,False
Walton,2016,Construction,123801179,2447,50593.0,False
Walton,2016,Education and health services,82734756,2287,36176.0,False
Walton,2016,Financial activities,23441372,497,47166.0,False
Walton,2016,Information,5766498,101,57094.0,False
Walton,2016,Leisure and hospitality,32100819,2322,13825.0,False
Walton,2016,Manufacturing,144364568,2722,53036.0,False
Walton,2016,Natural resources and mining,4015146,120,33460.0,False
Walton,2016,Other services,15435770,475,32496.0,False
Walton,2016,Professional and business services,70275358,1967,35727.0,False
Walton,2016,"Trade, transportation and utilities",229648366,5307,43273.0,False
Walton,2017,Construction,125561142,2439,51481.0,False
Walton,2017,Education and health services,97056695,2638,36792.0,False
Walton,2017,Financial activities,28647366,572,50083.0,False
Walton,2017,Information,5862628,101,58046.0,False
Walton,2017,Leisure and hospitality,33639016,2382,14122.0,False
Walton,2017,Manufacturing,164026213,3030,54134.0,False
Walton,2017,Natural resources and mining,4147320,116,35753.0,False
Walton,2017,Other services,13353730,431,30983.0,False
Walton,2017,Professional and business services,71924764,1895,37955.0,False
Walton,2017,"Trade, transportation and utilities",245066775,5492,44623.0,False
Walton,2018,Construction,136351511,2490,54760.0,False
Walton,2018,Education and health services,106637703,2778,38387.0,False
Walton,2018,Financial activities,31127063,604,51535.0,False
Walton,2018,Information,4896468,86,56936.0,False
Walton,2018,Leisure and hospitality,35240706,2404,14659.0,False
Walton,2018,Manufacturing,171877713,3116,55160.0,False
Walton,2018,Natural resources and mining,4640963,123,37731.0,False
Walton,2018,Other services,15381054,458,33583.0,False
Walton,2018,Professional and business services,67410843,1629,41382.0,False
Walton,2018,"Trade, transportation and utilities",257625221,5736,44914.0,False
Walton,2019,Construction,149954154,2716,55211.0,False
Walton,2019,Education and health services,115200386,2842,40535.0,False
Walton,2019,Financial activities,33589701,620,54177.0,False
Walton,2019,Information,4161496,76,54757.0,False
Walton,2019,Leisure and hospitality,38121758,2385,15984.0,False
Walton,2019,Manufacturing,159366900,2868,55567.0,False
Walton,2019,Natural resources and mining,4789455,124,38625.0,False
Walton,2019,Other services,20442647,555,36834.0,False
Walton,2019,Professional and business services,64774384,1535,42198.0,False
Walton,2019,"Trade, transportation and utilities",265818725,5724,46439.0,False
Walton,2020,Construction,177587265,2843,62465.0,False
Walton,2020,Education and health services,121519108,2701,44990.0,False
Walton,2020,Financial activities,39412668,630,62560.0,False
Walton,2020,Information,3827908,72,53165.0,False
Walton,2020,Leisure and hospitality,36107395,2206,16368.0,False
Walton,2020,Manufacturing,148700917,2825,52637.0,False
Walton,2020,Natural resources and mining,5845259,133,43949.0,False
Walton,2020,Other services,19292271,492,39212.0,False
Walton,2020,Professional and business services,70381624,1495,47078.0,False
Walton,2020,"Trade, transportation and utilities",283174884,5764,49128.0,False
Walton,2021,Construction,190064529,3094,61430.0,False
Walton,2021,Education and health services,134195977,2711,49501.0,False
Walton,2021,Financial activities,41685332,629,66272.0,False
Walton,2021,Information,3868639,69,56067.0,False
Walton,2021,Leisure and hospitality,45513444,2443,18630.0,False
Walton,2021,Manufacturing,176928762,3223,54896.0,False
Walton,2021,Natural resources and mining,6547391,143,45786.0,False
Walton,2021,Other services,24391848,576,42347.0,False
Walton,2021,Professional and business services,79644090,1636,48682.0,False
Walton,2021,"Trade, transportation and utilities",304897597,5859,52039.0,False
Walton,2022,Construction,215564119,3107,69380.0,False
Walton,2022,Education and health services,154347453,2846,54233.0,False
Walton,2022,Financial activities,39293336,642,61205.0,False
Walton,2022,Information,6520813,114,57200.0,False
Walton,2022,Leisure and hospitality,52100175,2612,19946.0,False
Walton,2022,Manufacturing,181629488,3038,59786.0,False
Walton,2022,Natural resources and mining,7166252,145,49422.0,False
Walton,2022,Other services,31489207,681,46240.0,False
Walton,2022,Professional and business services,92089614,1813,50794.0,False
Walton,2022,"Trade, transportation and utilities",338448167,6332,53450.0,False
Walton,2023,Construction,255874918,3519,72712.0,False
Walton,2023,Education and health services,172097265,3295,52230.0,False
Walton,2023,Financial activities,46036092,690,66719.0,False
Walton,2023,Information,8097214,139,58253.0,False
Walton,2023,Leisure and hospitality,59924586,2940,20383.0,False
Walton,2023,Manufacturing,184303025,2814,65495.0,False
Walton,2023,Natural resources and mining,7041270,147,47900.0,False
Walton,2023,Other services,35627035,726,49073.0,False
Walton,2023,Professional and business services,108709480,2035,53420.0,False
Walton,2023,"Trade, transportation and utilities",349555046,6447,54220.0,False
